epoch,accuracy,loss,val_accuracy,val_loss
1,0.9085925817489624,0.2971477508544922,0.9831666946411133,0.05717172101140022
2,0.9718703627586365,0.09639833867549896,0.9884999990463257,0.040693238377571106
3,0.9790370464324951,0.07071808725595474,0.9890000224113464,0.03914764150977135
4,0.9822407364845276,0.05801780894398689,0.9890000224113464,0.03918714076280594
5,0.984333336353302,0.05013105273246765,0.9893333315849304,0.0363374724984169
6,0.9858888983726501,0.04364081844687462,0.9904999732971191,0.03421413153409958
7,0.9885185360908508,0.037831202149391174,0.9913333058357239,0.03457466512918472
8,0.9892592430114746,0.03389063477516174,0.9915000200271606,0.03459698706865311
9,0.9903703927993774,0.03036118485033512,0.9909999966621399,0.03506578132510185
